,name,appearances,assist,assistCorner,assistCross,assistFreekick,assistOther,assistThroughball,assistThrowin,challengeLost,clearanceTotal,dispossessed,dribbleLost,dribbleTotal,dribbleWon,duelAerialLost,duelAerialTotal,duelAerialWon,foulCommitted,foulGiven,goalObox,goalPenaltyArea,goalSixYardBox,goalTotal,interceptionAll,keyPassLong,keyPassShort,keyPassesTotal,mins,offsideGiven,outfielderBlock,outfielderBlockedPass,passCrossBlockedDefensive,passLongBallAccurate,passLongBallInaccurate,passTotal,rating,redCard,saveObox,savePenaltyArea,saveSixYardBox,saveTotal,shortPassAccurate,shortPassInaccurate,shotOboxTotal,shotPenaltyArea,shotSixYardBox,shotsTotal,tackleTotalAttempted,tackleWonTotal,team,turnover,yellowCard,dribblePercentage,duelAerialPercentage,passLongBallPercentage,shortPassPercentage,tacklePercentage,assist_percentile,assistCross_percentile,assistThroughball_percentile,clearanceTotal_percentile,dispossessed_percentile,dribbleLost_percentile,dribbleWon_percentile,duelAerialLost_percentile,duelAerialWon_percentile,foulCommitted_percentile,foulGiven_percentile,goalObox_percentile,goalPenaltyArea_percentile,goalSixYardBox_percentile,interceptionAll_percentile,keyPassLong_percentile,keyPassShort_percentile,offsideGiven_percentile,outfielderBlock_percentile,outfielderBlockedPass_percentile,passCrossBlockedDefensive_percentile,passLongBallAccurate_percentile,passLongBallInaccurate_percentile,redCard_percentile,shortPassAccurate_percentile,shortPassInaccurate_percentile,shotOboxTotal_percentile,shotSixYardBox_percentile,shotsTotal_percentile,tackleWonTotal_percentile,turnover_percentile,yellowCard_percentile,dribblePercentage_percentile,duelAerialPercentage_percentile,passLongBallPercentage_percentile,shortPassPercentage_percentile,tacklePercentage_percentile,age,final_rating,top_percentile_average
25,Zakaria Diallo ,23,0.1,0,0.0,0,0.0,0.0,0,0.3,3.3,0.3,0.1,0.7,0.6,1.0,3.0,2.1,0.8,1.0,0,0.1,0.0,0.1,1.0,0.0,0.2,0.3,2037,0.0,0.4,0.6,0.0,4.6,4.1,59.4,6.69,0.0,0,0,0,0,45.1,5.6,0.0,0.4,0.1,0.5,1.7,1.4,"Montreal Impact, ",0.5,0.1,0.857142857,0.7,0.5287356320000001,0.8895463509999999,0.8235294120000001,0.8540000000000001,0.012,0.012,0.171,0.195,0.5489999999999999,0.9390000000000001,0.11,0.47600000000000003,0.6709999999999999,0.902,0.012,0.8540000000000001,0.012,0.23199999999999998,0.012,0.46299999999999997,0.012,0.11,0.7070000000000001,0.012,0.8290000000000001,0.6709999999999999,0.988,0.768,0.951,0.012,0.537,0.451,0.5489999999999999,0.244,0.134,0.5489999999999999,0.878,0.61,0.28,0.8170000000000001,33,57.317,0.526
26,Frédéric Brillant ,29,0.0,0,0.0,0,0.0,0.0,0,0.9,6.2,0.2,0.0,0.2,0.2,1.6,4.3,2.7,0.7,0.3,0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,2583,0.0,1.1,0.4,0.1,2.0,2.5,39.6,6.97,0.0,0,0,0,0,30.9,4.1,0.0,0.5,0.2,0.8,2.4,1.5,"DC United, ",0.3,0.2,1.0,0.627906977,0.444444444,0.882857143,0.625,0.012,0.012,0.012,0.963,0.46299999999999997,0.012,0.402,0.598,0.6829999999999999,0.8170000000000001,0.171,0.012,0.012,0.012,0.23199999999999998,0.012,0.46299999999999997,0.012,0.878,0.512,0.39,0.085,0.195,0.988,0.268,0.573,0.012,0.8290000000000001,0.805,0.634,0.8540000000000001,0.5,0.585,0.585,0.268,0.256,0.11,34,32.927,0.475
27,Guram Kashia ,15,0.0,0,0.0,0,0.0,0.0,0,1.0,2.8,0.1,0.0,0.3,0.3,1.6,3.7,2.1,0.9,0.3,0,0.0,0.0,0.0,1.9,0.1,0.3,0.4,1350,0.0,0.7,0.8,0.0,6.6,4.7,62.0,6.81,0.0,0,0,0,0,46.9,3.9,0.0,0.4,0.1,0.5,3.4,2.4,"San Jose Earthquakes, ",0.4,0.1,1.0,0.567567568,0.584070796,0.9232283459999999,0.705882353,0.012,0.012,0.012,0.073,0.768,0.012,0.61,0.598,0.47600000000000003,0.5489999999999999,0.171,0.012,0.012,0.012,0.841,0.7440000000000001,0.78,0.012,0.46299999999999997,0.951,0.012,0.963,0.78,0.988,0.805,0.5,0.012,0.537,0.451,0.951,0.598,0.134,0.585,0.402,0.8540000000000001,0.72,0.37799999999999995,32,100.0,0.694
28,Florian Jungwirth ,24,0.0,0,0.0,0,0.0,0.0,0,0.9,3.5,0.1,0.0,0.0,0.0,2.1,4.2,2.1,1.3,1.0,0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,2160,0.0,0.5,0.7,0.1,5.0,2.6,60.3,6.92,0.0,0,0,0,0,47.7,4.9,0.3,0.3,0.0,0.7,3.1,2.2,"San Jose Earthquakes, ",0.4,0.1,0.0,0.5,0.657894737,0.906844106,0.709677419,0.012,0.012,0.012,0.22,0.768,0.012,0.012,0.902,0.47600000000000003,0.171,0.902,0.012,0.012,0.012,0.915,0.012,0.46299999999999997,0.012,0.244,0.866,0.39,0.866,0.256,0.988,0.878,0.8290000000000001,0.9390000000000001,0.012,0.6709999999999999,0.902,0.598,0.134,0.012,0.098,0.9390000000000001,0.5489999999999999,0.402,30,91.463,0.619
29,Bastian Schweinsteiger ,23,0.1,0,0.0,0,0.1,0.0,0,0.6,2.9,0.3,0.1,0.7,0.6,1.0,2.0,1.0,1.1,1.0,0,0.0,0.0,0.0,1.4,0.2,0.4,0.7,2070,0.0,0.5,0.7,0.0,7.1,4.2,62.4,6.96,0.0,0,0,0,0,47.4,3.7,0.2,0.3,0.0,0.6,2.3,1.8,"Chicago Fire, ",0.4,0.4,0.857142857,0.5,0.628318584,0.927592955,0.7826086959999999,0.8540000000000001,0.012,0.012,0.098,0.195,0.5489999999999999,0.9390000000000001,0.11,0.037000000000000005,0.341,0.902,0.012,0.012,0.012,0.537,0.963,0.963,0.012,0.244,0.866,0.012,0.988,0.6829999999999999,0.988,0.8540000000000001,0.42700000000000005,0.866,0.012,0.573,0.7440000000000001,0.598,0.9390000000000001,0.5489999999999999,0.098,0.89,0.78,0.72,35,74.39,0.564
30,Lalas Abubakar ,16,0.0,0,0.0,0,0.0,0.0,0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1440,0.0,2.0,0.0,0.0,1.0,0.0,51.0,6.67,0.0,0,0,0,0,47.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,"Colorado Rapids, ",0.0,0.0,0.0,0.666666667,1.0,0.94,0.0,0.012,0.012,0.012,1.0,0.0,0.012,0.012,0.878,0.927,0.988,0.012,0.012,0.012,0.012,0.915,0.012,0.012,0.012,1.0,0.012,0.012,0.012,0.012,0.988,0.8170000000000001,0.207,0.012,0.012,1.0,0.012,0.988,0.012,0.012,0.805,1.0,0.951,0.012,24,87.805,0.603
31,Jonathan Mensah ,19,0.0,0,0.0,0,0.0,0.0,0,0.3,4.1,0.1,0.0,0.2,0.2,1.7,4.8,3.1,0.8,0.3,0,0.0,0.0,0.0,0.9,0.0,0.2,0.2,1710,0.1,0.8,0.3,0.1,3.6,3.9,57.0,6.44,0.0,0,0,0,0,44.7,4.7,0.1,0.4,0.1,0.6,0.9,0.6,"Columbus Crew, ",0.4,0.3,1.0,0.645833333,0.48,0.9048583,0.666666667,0.012,0.012,0.012,0.5489999999999999,0.768,0.012,0.402,0.768,0.8540000000000001,0.6709999999999999,0.171,0.012,0.012,0.012,0.195,0.012,0.46299999999999997,0.78,0.561,0.305,0.39,0.537,0.585,0.988,0.7559999999999999,0.7440000000000001,0.732,0.537,0.573,0.061,0.598,0.768,0.585,0.7070000000000001,0.415,0.512,0.207,29,51.22,0.511
32,Maynor Figueroa ,21,0.0,0,0.0,0,0.0,0.0,0,0.4,3.9,0.0,0.0,0.6,0.6,1.4,3.3,1.9,0.8,1.1,0,0.0,0.0,0.0,1.3,0.1,0.3,0.4,1890,0.0,0.8,0.6,0.1,4.4,4.2,56.2,6.63,0.0,0,0,0,0,42.0,5.6,0.9,0.0,0.0,0.9,1.5,1.0,"Houston Dynamo, ",0.3,0.3,1.0,0.575757576,0.511627907,0.882352941,0.666666667,0.012,0.012,0.012,0.39,0.988,0.012,0.9390000000000001,0.46299999999999997,0.354,0.6709999999999999,0.963,0.012,0.012,0.012,0.488,0.7440000000000001,0.78,0.012,0.561,0.7070000000000001,0.39,0.7929999999999999,0.6829999999999999,0.988,0.659,0.951,1.0,0.012,0.89,0.268,0.8540000000000001,0.768,0.585,0.42700000000000005,0.524,0.23199999999999998,0.207,36,67.073,0.552
33,Botond Baráth ,16,0.0,0,0.0,0,0.0,0.0,0,0.4,3.8,0.1,0.2,0.5,0.3,3.0,5.9,2.9,1.4,0.4,0,0.0,0.0,0.0,1.2,0.1,0.0,0.1,1368,0.0,0.7,0.6,0.1,3.7,3.7,56.1,6.62,0.0,0,0,0,0,45.8,3.0,0.0,0.3,0.0,0.3,1.2,0.9,"Sporting Kansas City, ",0.2,0.3,0.6,0.491525424,0.5,0.93852459,0.75,0.012,0.012,0.012,0.341,0.768,0.915,0.61,1.0,0.768,0.122,0.39,0.012,0.012,0.012,0.37799999999999995,0.7440000000000001,0.012,0.012,0.46299999999999997,0.7070000000000001,0.39,0.585,0.537,0.988,0.78,0.207,0.012,0.012,0.195,0.22,0.927,0.768,0.28,0.085,0.46299999999999997,0.9390000000000001,0.561,27,69.512,0.555
34,Maxime Chanot ,26,0.0,0,0.0,0,0.0,0.0,0,0.5,5.1,0.2,0.0,0.4,0.4,1.7,4.4,2.8,1.0,0.7,0,0.0,0.0,0.0,1.5,0.0,0.2,0.2,2340,0.1,0.8,0.6,0.1,4.3,4.2,54.8,7.01,0.0,0,0,0,0,41.7,4.7,0.0,0.3,0.0,0.4,2.6,2.2,"New York City FC, ",0.4,0.3,1.0,0.636363636,0.505882353,0.8987068970000001,0.846153846,0.012,0.012,0.012,0.866,0.46299999999999997,0.012,0.7929999999999999,0.768,0.732,0.402,0.7440000000000001,0.012,0.012,0.012,0.622,0.012,0.46299999999999997,0.78,0.561,0.7070000000000001,0.39,0.7559999999999999,0.6829999999999999,0.988,0.6459999999999999,0.7440000000000001,0.012,0.012,0.341,0.902,0.598,0.768,0.585,0.634,0.5,0.415,0.866,29,96.341,0.629
35,Johan Kappelhof ,11,0.0,0,0.0,0,0.0,0.0,0,0.3,4.1,0.3,0.1,0.3,0.2,0.9,2.4,1.5,1.1,0.4,0,0.0,0.0,0.0,1.1,0.0,0.2,0.2,989,0.0,0.8,0.1,0.0,3.3,2.6,39.4,6.36,0.0,0,0,0,0,30.3,3.2,0.2,0.0,0.0,0.2,1.1,0.8,"Chicago Fire, ",0.3,0.2,0.666666667,0.625,0.559322034,0.904477612,0.727272727,0.012,0.012,0.012,0.5489999999999999,0.195,0.5489999999999999,0.402,0.049,0.183,0.341,0.39,0.012,0.012,0.012,0.293,0.012,0.46299999999999997,0.012,0.561,0.073,0.012,0.488,0.256,0.988,0.256,0.293,0.866,0.012,0.146,0.134,0.8540000000000001,0.5,0.293,0.573,0.732,0.5,0.47600000000000003,29,10.976,0.404
36,Maikel van der Werff ,6,0.0,0,0.0,0,0.0,0.0,0,0.3,4.8,0.2,0.0,0.3,0.3,1.2,4.0,2.8,1.3,1.2,0,0.0,0.0,0.0,0.5,0.2,0.2,0.3,540,0.3,0.8,0.0,0.2,5.3,4.3,50.8,6.29,0.0,0,0,0,0,36.8,4.3,0.0,0.0,0.2,0.2,1.7,1.3,"FC Cincinnati, ",0.5,0.0,1.0,0.7,0.552083333,0.8953771290000001,0.764705882,0.012,0.012,0.012,0.8290000000000001,0.46299999999999997,0.012,0.61,0.256,0.732,0.171,0.976,0.012,0.012,0.012,0.049,0.963,0.46299999999999997,1.0,0.561,0.012,0.768,0.915,0.732,0.988,0.524,0.622,0.012,0.8290000000000001,0.146,0.488,0.244,0.012,0.585,0.866,0.7070000000000001,0.37799999999999995,0.6459999999999999,30,35.366,0.483
37,Bill Tuiloma ,14,0.0,0,0.0,0,0.0,0.0,0,0.7,5.0,0.1,0.0,0.2,0.2,1.6,4.4,2.8,0.8,0.3,0,0.1,0.0,0.1,1.3,0.0,0.0,0.0,1230,0.0,0.9,0.2,0.3,3.7,2.1,35.3,6.8,0.0,0,0,0,0,26.5,3.0,0.1,1.1,0.0,1.2,2.2,1.5,"Portland Timbers, ",0.4,0.1,1.0,0.636363636,0.637931034,0.898305085,0.681818182,0.012,0.012,0.012,0.841,0.768,0.012,0.402,0.598,0.732,0.6709999999999999,0.171,0.012,0.8540000000000001,0.012,0.488,0.012,0.012,0.012,0.6829999999999999,0.134,0.902,0.585,0.098,0.988,0.11,0.207,0.732,0.012,0.976,0.634,0.598,0.134,0.585,0.634,0.915,0.402,0.293,24,65.854,0.546
38,Deklan Wynne ,8,0.0,0,0.0,0,0.0,0.0,0,0.3,3.9,0.1,0.1,0.1,0.0,2.0,3.1,1.1,0.8,0.3,0,0.0,0.0,0.0,0.9,0.0,0.1,0.1,720,0.0,0.9,0.5,0.4,3.3,4.0,37.6,6.22,0.0,0,0,0,0,26.8,3.6,0.0,0.0,0.0,0.0,1.6,1.4,"Colorado Rapids, ",0.1,0.0,0.0,0.35483871,0.452054795,0.8815789470000001,0.875,0.012,0.012,0.012,0.39,0.768,0.5489999999999999,0.012,0.878,0.061,0.6709999999999999,0.171,0.012,0.012,0.012,0.195,0.012,0.183,0.012,0.6829999999999999,0.573,0.976,0.488,0.6459999999999999,0.988,0.122,0.366,0.012,0.012,0.012,0.5489999999999999,0.963,0.012,0.012,0.012,0.305,0.207,0.927,24,29.268,0.466
39,Tommy Smith ,21,0.0,0,0.0,0,0.0,0.0,0,0.1,3.6,0.2,0.0,0.0,0.0,1.0,3.4,2.4,0.5,0.3,0,0.0,0.0,0.1,1.0,0.1,0.2,0.3,1875,0.1,1.2,0.2,0.0,2.9,3.0,30.1,6.55,0.0,0,0,0,0,21.9,2.3,0.0,0.5,0.2,0.8,0.9,0.7,"Colorado Rapids, ",0.3,0.1,0.0,0.705882353,0.491525424,0.904958678,0.7777777779999999,0.012,0.012,0.012,0.244,0.46299999999999997,0.012,0.012,0.11,0.598,0.878,0.171,0.012,0.012,0.012,0.23199999999999998,0.7440000000000001,0.46299999999999997,0.78,0.915,0.134,0.012,0.341,0.354,0.988,0.037000000000000005,0.012,0.012,0.8290000000000001,0.805,0.085,0.8540000000000001,0.134,0.012,0.915,0.451,0.524,0.6709999999999999,29,47.561,0.507
40,Michael Boxall ,22,0.0,0,0.0,0,0.0,0.0,0,0.4,4.3,0.2,0.0,0.4,0.3,0.9,2.9,2.0,0.9,0.5,0,0.0,0.0,0.0,1.7,0.0,0.2,0.2,1980,0.0,0.6,0.3,0.2,1.4,2.5,35.5,6.92,0.0,0,0,0,0,28.5,3.1,0.0,0.3,0.1,0.4,2.3,2.0,"Minnesota United, ",0.2,0.1,0.75,0.689655172,0.35897435899999997,0.9018987340000001,0.869565217,0.012,0.012,0.012,0.6459999999999999,0.46299999999999997,0.012,0.61,0.049,0.402,0.5489999999999999,0.537,0.012,0.012,0.012,0.7559999999999999,0.012,0.46299999999999997,0.012,0.354,0.305,0.768,0.024,0.195,0.988,0.183,0.256,0.012,0.537,0.341,0.841,0.927,0.134,0.39,0.8290000000000001,0.11,0.47600000000000003,0.915,31,50.0,0.51
41,Sebastien Ibeagha ,7,0.0,0,0.0,0,0.0,0.0,0,0.3,3.9,0.0,0.0,0.3,0.3,0.8,3.2,2.4,1.1,0.6,0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,593,0.0,0.6,0.3,0.0,3.9,3.5,46.9,6.64,0.0,0,0,0,0,36.7,2.7,0.0,0.3,0.0,0.3,1.2,0.9,"New York City FC, ",0.8,0.0,1.0,0.75,0.527027027,0.9314720809999999,0.75,0.012,0.012,0.012,0.39,0.988,0.012,0.61,0.024,0.598,0.341,0.695,0.012,0.012,0.012,0.134,0.012,0.012,0.012,0.354,0.305,0.012,0.6459999999999999,0.47600000000000003,0.988,0.512,0.11,0.012,0.012,0.195,0.22,0.037000000000000005,0.012,0.585,0.951,0.598,0.8290000000000001,0.561,27,46.341,0.505
42,Harold Cummings ,16,0.0,0,0.0,0,0.0,0.0,0,0.6,3.5,0.3,0.0,0.5,0.5,1.5,2.8,1.4,1.0,0.8,0,0.0,0.0,0.0,1.9,0.1,0.2,0.3,1392,0.0,1.0,0.7,0.1,5.2,4.4,59.5,6.66,0.0,0,0,0,0,46.2,3.7,0.0,0.1,0.0,0.1,2.5,1.9,"San Jose Earthquakes, ",0.5,0.3,1.0,0.5,0.541666667,0.925851703,0.76,0.012,0.012,0.012,0.22,0.195,0.012,0.878,0.537,0.146,0.402,0.805,0.012,0.012,0.012,0.841,0.7440000000000001,0.46299999999999997,0.012,0.7559999999999999,0.866,0.39,0.89,0.7440000000000001,0.988,0.7929999999999999,0.42700000000000005,0.012,0.012,0.085,0.768,0.244,0.768,0.585,0.098,0.6709999999999999,0.7559999999999999,0.61,27,78.049,0.574
43,Román Torres ,11,0.0,0,0.0,0,0.0,0.0,0,0.6,4.3,0.2,0.1,0.4,0.3,1.4,3.5,2.2,0.4,0.4,0,0.0,0.0,0.0,1.4,0.0,0.2,0.2,990,0.1,0.4,0.3,0.0,3.9,4.7,42.3,6.76,0.0,0,0,0,0,29.5,4.2,0.1,0.7,0.2,1.0,1.7,1.1,"Seattle Sounders FC, ",0.3,0.2,0.75,0.628571429,0.45348837200000003,0.87537092,0.647058824,0.012,0.012,0.012,0.6459999999999999,0.46299999999999997,0.5489999999999999,0.61,0.46299999999999997,0.5489999999999999,0.951,0.39,0.012,0.012,0.012,0.537,0.012,0.46299999999999997,0.78,0.11,0.305,0.012,0.6459999999999999,0.78,0.988,0.23199999999999998,0.598,0.732,0.8290000000000001,0.963,0.366,0.8540000000000001,0.5,0.39,0.61,0.32899999999999996,0.159,0.183,33,21.951,0.45
44,Alexander Callens ,19,0.0,0,0.0,0,0.0,0.0,0,0.8,3.7,0.4,0.1,0.4,0.3,1.4,3.4,2.0,1.1,1.4,0,0.0,0.0,0.0,1.7,0.0,0.1,0.1,1710,0.1,0.3,0.9,0.2,3.8,4.8,60.2,6.81,0.0,0,0,0,0,47.4,4.2,0.3,0.3,0.1,0.6,2.7,1.9,"New York City FC, ",0.5,0.1,0.75,0.588235294,0.441860465,0.918604651,0.703703704,0.012,0.012,0.012,0.317,0.049,0.5489999999999999,0.61,0.46299999999999997,0.402,0.341,0.988,0.012,0.012,0.012,0.7559999999999999,0.012,0.183,0.78,0.037000000000000005,0.988,0.768,0.61,0.8170000000000001,0.988,0.8540000000000001,0.598,0.9390000000000001,0.537,0.573,0.768,0.244,0.134,0.39,0.451,0.256,0.6709999999999999,0.366,27,36.585,0.485
45,Lamine Sané ,21,0.0,0,0.0,0,0.0,0.0,0,0.3,4.3,0.1,0.0,0.3,0.3,1.2,3.4,2.1,0.4,0.5,0,0.0,0.0,0.0,1.9,0.0,0.3,0.4,1890,0.1,0.4,0.3,0.0,3.6,2.7,43.7,6.79,0.0,0,0,0,0,34.3,3.0,0.0,0.3,0.0,0.3,1.0,0.8,"Orlando City, ",0.3,0.1,1.0,0.6176470589999999,0.571428571,0.919571046,0.8,0.012,0.012,0.012,0.6459999999999999,0.768,0.012,0.61,0.256,0.47600000000000003,0.951,0.537,0.012,0.012,0.012,0.841,0.012,0.78,0.78,0.11,0.305,0.012,0.537,0.293,0.988,0.42700000000000005,0.207,0.012,0.012,0.195,0.134,0.8540000000000001,0.134,0.585,0.537,0.8170000000000001,0.6829999999999999,0.768,32,84.146,0.586
46,Aljaz Struna ,25,0.0,0,0.0,0,0.0,0.0,0,0.4,2.5,0.0,0.0,0.2,0.2,0.9,2.2,1.3,0.9,0.2,0,0.0,0.0,0.0,0.7,0.0,0.2,0.2,2250,0.0,0.8,0.5,0.1,2.4,2.1,45.9,6.32,0.0,0,0,0,0,38.0,3.4,0.0,0.0,0.0,0.0,1.1,0.7,"Houston Dynamo, ",0.2,0.1,1.0,0.590909091,0.533333333,0.917874396,0.636363636,0.012,0.012,0.012,0.024,0.988,0.012,0.402,0.049,0.134,0.5489999999999999,0.073,0.012,0.012,0.012,0.073,0.012,0.46299999999999997,0.012,0.561,0.573,0.39,0.171,0.098,0.988,0.573,0.317,0.012,0.012,0.012,0.085,0.927,0.134,0.585,0.488,0.634,0.659,0.134,29,30.488,0.468
47,Kim Kee-hee ,24,0.0,0,0.0,0,0.0,0.0,0,0.6,3.1,0.3,0.1,0.3,0.2,1.0,2.1,1.1,1.0,0.4,0,0.0,0.0,0.0,1.6,0.0,0.3,0.3,2082,0.0,0.3,0.6,0.0,3.1,2.9,43.7,6.48,0.0,0,0,0,0,34.3,3.5,0.1,0.4,0.1,0.6,1.5,1.0,"Seattle Sounders FC, ",0.4,0.3,0.666666667,0.523809524,0.5166666670000001,0.907407407,0.666666667,0.012,0.012,0.012,0.146,0.195,0.5489999999999999,0.402,0.11,0.061,0.402,0.39,0.012,0.012,0.012,0.7070000000000001,0.012,0.78,0.012,0.037000000000000005,0.7070000000000001,0.012,0.439,0.341,0.988,0.42700000000000005,0.341,0.732,0.537,0.573,0.268,0.598,0.768,0.293,0.22,0.5489999999999999,0.585,0.207,30,9.756,0.386
48,Andreu Fontàs ,10,0.0,0,0.0,0,0.0,0.0,0,1.3,2.8,0.2,0.0,0.2,0.2,1.5,3.5,1.9,0.7,0.5,0,0.0,0.0,0.0,1.2,0.1,0.2,0.3,878,0.0,0.6,0.8,0.1,3.6,3.2,75.0,6.49,0.0,0,0,0,0,64.7,3.6,0.2,0.0,0.1,0.3,3.4,2.1,"Sporting Kansas City, ",0.1,0.2,1.0,0.542857143,0.529411765,0.9472913620000001,0.6176470589999999,0.012,0.012,0.012,0.073,0.46299999999999997,0.012,0.402,0.537,0.354,0.8170000000000001,0.537,0.012,0.012,0.012,0.37799999999999995,0.7440000000000001,0.46299999999999997,0.012,0.354,0.951,0.39,0.537,0.402,0.988,1.0,0.366,0.866,0.537,0.195,0.878,0.963,0.5,0.585,0.317,0.622,0.963,0.085,29,92.683,0.62
49,Robin Jansson ,23,0.0,0,0.0,0,0.0,0.0,0,0.4,4.5,0.1,0.0,0.1,0.0,1.3,2.4,1.1,0.7,0.4,0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2025,0.0,0.5,0.3,0.2,2.4,3.9,38.0,6.47,0.0,0,0,0,0,29.2,2.4,0.2,0.2,0.0,0.4,1.1,0.7,"Orlando City, ",0.3,0.2,0.0,0.45833333299999995,0.380952381,0.924050633,0.636363636,0.012,0.012,0.012,0.7440000000000001,0.768,0.012,0.012,0.37799999999999995,0.061,0.8170000000000001,0.39,0.012,0.012,0.012,0.37799999999999995,0.012,0.012,0.012,0.244,0.305,0.768,0.171,0.585,0.988,0.207,0.037000000000000005,0.866,0.012,0.341,0.085,0.8540000000000001,0.5,0.012,0.061,0.159,0.7440000000000001,0.134,27,6.098,0.356
50,Reto Ziegler ,25,0.0,0,0.0,0,0.0,0.0,0,0.5,2.9,0.1,0.0,0.0,0.0,1.2,2.5,1.4,1.1,0.4,0,0.2,0.0,0.2,1.1,0.0,0.2,0.2,2250,0.2,0.5,0.5,0.2,5.2,3.9,67.1,6.65,0.0,0,0,0,0,54.1,3.9,0.4,0.4,0.0,0.8,1.6,1.2,"FC Dallas, ",0.4,0.2,0.0,0.56,0.571428571,0.932758621,0.75,0.012,0.012,0.012,0.098,0.768,0.012,0.012,0.256,0.146,0.341,0.39,0.012,0.951,0.012,0.293,0.012,0.46299999999999997,0.963,0.244,0.573,0.768,0.89,0.585,0.988,0.963,0.5,0.963,0.012,0.805,0.402,0.598,0.5,0.012,0.37799999999999995,0.8290000000000001,0.866,0.512,33,71.951,0.557
51,Justin Hoyte ,8,0.0,0,0.0,0,0.0,0.0,0,0.1,3.0,0.3,0.0,0.1,0.1,1.1,2.0,0.9,0.4,0.0,0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,720,0.0,1.0,0.0,0.0,3.4,1.9,50.9,5.89,0.0,0,0,0,0,43.4,2.3,0.0,0.0,0.0,0.0,0.6,0.5,"FC Cincinnati, ",0.3,0.1,1.0,0.45,0.6415094339999999,0.9496717720000001,0.833333333,0.012,0.012,0.012,0.134,0.195,0.012,0.195,0.195,0.024,0.951,0.012,0.012,0.012,0.012,0.134,0.7440000000000001,0.012,0.012,0.7559999999999999,0.012,0.012,0.524,0.073,0.988,0.7070000000000001,0.012,0.012,0.012,0.012,0.049,0.8540000000000001,0.134,0.585,0.049,0.927,1.0,0.8540000000000001,34,45.122,0.503
52,Aboubacar Keita ,6,0.0,0,0.0,0,0.0,0.0,0,0.0,5.1,0.0,0.0,0.5,0.5,1.7,3.8,2.1,0.7,0.3,0,0.0,0.0,0.0,0.9,0.0,0.2,0.2,526,0.0,0.2,0.2,0.0,2.9,2.7,35.4,6.6,0.0,0,0,0,0,26.3,3.4,0.0,0.3,0.0,0.3,1.0,1.0,"Columbus Crew, ",0.0,0.0,1.0,0.552631579,0.517857143,0.8855218859999999,1.0,0.012,0.012,0.012,0.866,0.988,0.012,0.878,0.768,0.47600000000000003,0.8170000000000001,0.171,0.012,0.012,0.012,0.195,0.012,0.46299999999999997,0.012,0.024,0.134,0.012,0.341,0.293,0.988,0.098,0.317,0.012,0.012,0.195,0.268,0.988,0.012,0.585,0.341,0.561,0.268,1.0,19,28.049,0.464
